"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220301 ~ 20220331"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강남구 대치동","503","0503","0000","개포우성1","127.61","202203","30","409,000","11","1983","선릉로 120","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","891-26","0891","0026","대우아이빌멤버스(891-26)","46.877","202203","29","50,000","11","2003","삼성로85길 42","","중개거래","서울 강남구, 서울 중구"
"서울특별시 강남구 대치동","888","0888","0000","대치아이파크","119.58","202203","29","400,000","20","2008","선릉로 222","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","893","0893","0000","롯데캐슬","135.73","202203","5","294,000","12","2002","삼성로85길 11","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","890-49","0890","0049","선릉역대우아이빌(890-49)","28.34","202203","10","25,000","12","2004","테헤란로64길 9","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","316","0316","0000","은마","76.79","202203","17","228,000","2","1979","삼성로 212","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","35.51","202203","10","42,200","23","2004","테헤란로 428","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","33.11","202203","28","34,000","3","2004","테헤란로 428","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","190-3","0190","0003","그랜빌캐슬","125.83","202203","29","130,500","2","2003","남부순환로379길 35","","직거래","-"
"서울특별시 강남구 도곡동","467-6","0467","0006","대림아크로빌","146.754","202203","31","295,000","38","1999","언주로30길 13","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","952","0952","0000","대우디오빌","25.89","202203","17","23,800","8","2004","강남대로 256","","중개거래","서울 송파구"
"서울특별시 강남구 도곡동","543-7","0543","0007","도곡1차아이파크","130.259","202203","12","283,000","27","2007","도곡로28길 8","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","84.9984","202203","14","313,000","16","2006","선릉로 221","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","933","0933","0000","도곡쌍용예가","107.53","202203","8","222,000","11","1978","남부순환로363길 30","","중개거래","경기 남양주시, 서울 강남구"
"서울특별시 강남구 도곡동","934-10","0934","0010","도곡우성아파트","84.83","202203","29","210,000","8","1986","남부순환로363길 49","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","199-4","0199","0004","도곡지웰카운티101동","107.11","202203","10","190,000","4","2010","남부순환로373길 3","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","184-3","0184","0003","도곡현대힐스테이트105동","164.9","202203","30","225,000","4","1999","남부순환로377길 22","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","538-3","0538","0003","래미안도곡카운티","106.39","202203","11","344,000","4","2016","도곡로 320","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","963","0963","0000","럭키(963)","84.97","202203","27","232,000","11","1995","논현로 213","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","966","0966","0000","매봉삼성","59.82","202203","24","160,000","6","1999","언주로 203","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","202","0202","0000","상지리츠빌카일룸","210.5","202203","17","610,000","2","2018","남부순환로373길 23","","중개거래","서울 성동구"
"서울특별시 강남구 도곡동","467-17","0467","0017","타워팰리스2","124.11","202203","29","335,000","40","2003","언주로30길 57","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","467-29","0467","0029","타워팰리스3","244.224","202203","30","554,000","63","2004","언주로30길 26","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","972","0972","0000","한라비발디","84.9569","202203","15","204,350","10","2016","남부순환로365길 33","","중개거래","경기 성남중원구, 서울 강남구"
"서울특별시 강남구 삼성동","142-7","0142","0007","LG선릉에클라트(A)","36.16","202203","23","34,750","5","2003","선릉로100길 42","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.47","202203","2","33,000","13","2004","테헤란로63길 12","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","121-38","0121","0038","삼성동신도브래뉴","104.191","202203","23","120,000","6","2010","삼성로103길 12","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","82-1","0082","0001","삼성동헤렌하우스2(82-1)","217.86","202203","11","500,000","6","2010","영동대로128길 45","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","82-1","0082","0001","삼성동헤렌하우스2(82-1)","217.86","202203","11","500,000","6","2010","영동대로128길 45","20220530","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","31.402","202203","16","127,500","15","2008","학동로68길 29","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","114.463","202203","25","250,000","16","2008","학동로68길 29","","직거래","-"
"서울특별시 강남구 삼성동","65-4","0065","0004","상지리츠빌카일룸(65-4)","237.74","202203","14","570,000","12","2012","삼성로 636","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","87","0087","0000","아이파크","175.052","202203","4","600,000","4","2004","영동대로 640","","중개거래","서울 강남구"
"서울특별시 강남구 세곡동","533","0533","0000","세곡푸르지오","84.83","202203","10","160,000","13","2012","자곡로 21","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","799","0799","0000","강남 더샵 포레스트","146.6888","202203","24","348,000","6","2016","광평로34길 35","","중개거래","서울 강남구, 전북 전주완산구"
"서울특별시 강남구 수서동","795","0795","0000","강남데시앙포레","84.81","202203","24","196,000","6","2014","광평로34길 55","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","746","0746","0000","까치마을","34.44","202203","22","102,250","2","1993","광평로19길 10","","중개거래","경기 성남분당구, 서울 강남구"
"서울특별시 강남구 수서동","746","0746","0000","까치마을","34.44","202203","24","99,000","1","1993","광평로19길 10","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","736","0736","0000","신동아","33.18","202203","14","115,000","13","1992","광평로47길 17","","중개거래","서울 강남구"
"서울특별시 강남구 신사동","510-11","0510","0011","강남상가","63.31","202203","24","80,000","4","1974","압구정로2길 46","","중개거래","서울 강남구"
"서울특별시 강남구 신사동","606-2","0606","0002","신사아크존2","135.72","202203","17","228,000","2","2005","압구정로34길 49","","중개거래","서울 강남구"
"서울특별시 강남구 신사동","659","0659","0000","압구정대원칸타빌아파트","97.08","202203","21","188,000","3","2001","압구정로48길 15","","중개거래","서울 강남구"
"서울특별시 강남구 신사동","626-1","0626","0001","진흥아마란스","175.64","202203","18","183,000","1","2005","언주로157길 23","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","433","0433","0000","신현대11차","183.41","202203","17","595,000","4","1983","압구정로 151","","직거래","-"
"서울특별시 강남구 압구정동","434","0434","0000","신현대12차","155.52","202203","25","510,000","2","1982","압구정로 151","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","490","0490","0000","한양1차(영동한양)","49.98","202203","23","243,000","9","1977","압구정로 321","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","486","0486","0000","한양4","101.09","202203","30","330,000","8","1978","압구정로 313","","중개거래","서울 강남구, 서울 송파구"
"서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","131.48","202203","4","440,000","1","1976","압구정로29길 71","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","755-4","0755","0004","e-편한세상","59.606","202203","31","212,500","22","2005","선릉로69길 20","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.03","202203","12","33,000","17","2002","언주로 427","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.03","202203","19","32,400","14","2002","언주로 427","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","765-32","0765","0032","역삼2차아이파크","84.891","202203","19","266,000","18","2008","도곡로57길 12","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.53","202203","26","198,000","16","2005","선릉로69길 19","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","711-3","0711","0003","역삼자이","114.5958","202203","9","340,000","21","2016","언주로 420","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","709-5","0709","0005","테헤란아이파크","70.8333","202203","22","220,000","2","2014","테헤란로52길 16","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","766-8","0766","0008","트레벨","33.48","202203","30","58,500","3","2002","도곡로57길 9-7","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","741-22","0741","0022","포스틸빌라트","69.97","202203","11","53,500","4","2004","테헤란로20길 36","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","727-11","0727","0011","프리마빌","82.33","202203","19","104,000","2","2003","역삼로25길 17","","중개거래","서울 강남구, 서울 송파구"
"서울특별시 강남구 일원동","735","0735","0000","가람","84.95","202203","25","220,000","4","1993","일원로 127","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","716","0716","0000","목련타운","99.79","202203","30","253,000","5","1993","광평로19길 15","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","711","0711","0000","수서","39.98","202203","1","107,000","15","1992","양재대로55길 12","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","711","0711","0000","수서","39.98","202203","2","105,000","11","1992","양재대로55길 12","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 일원동","711","0711","0000","수서","39.98","202203","19","107,000","2","1992","양재대로55길 12","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","615","0615","0000","우성7","83.69","202203","30","250,000","4","1987","개포로110길 15","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","719","0719","0000","푸른마을아파트101동~111동","59.76","202203","17","170,000","5","1994","일원로14길 25","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","731","0731","0000","한솔마을","63.76","202203","31","178,000","2","1994","광평로10길 6","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202203","4","130,000","3","2014","자곡로 175","20220324","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","602","0602","0000","엘에이치강남아이파크","59.96","202203","4","130,000","3","2014","자곡로 175","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","10","0010","0000","삼환아파트101동","84.98","202203","22","160,000","2","1999","학동로77길 49","","중개거래","서울 강남구, 서울 노원구"
"서울특별시 강남구 청담동","65","0065","0000","진흥아파트","145.69","202203","15","310,000","3","1984","학동로 513","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","33","0033","0000","청담동삼성1차아파트","84.57","202203","10","187,000","15","1997","삼성로133길 20","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","117-3","0117","0003","청담로얄카운티","244.95","202203","18","445,000","3","1999","도산대로83길 27","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","67-1","0067","0001","청담린든그로브","84.9979","202203","29","330,000","5","2017","학동로97길 51","","중개거래","서울 강남구, 서울 용산구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202203","2","24,000","7","2015","학동로73길 13","20220308","중개거래","서울 서초구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202203","11","22,750","5","2015","학동로73길 13","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202203","11","19,000","8","2015","학동로73길 13","","직거래","-"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","12.449","202203","24","22,700","5","2015","학동로73길 13","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","122-35","0122","0035","청담신원아침도시마인","28.3132","202203","15","33,250","5","2013","도산대로85길 30","","중개거래","서울 강남구"
