"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220401 ~ 20220430"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","164.97","202204","16","400,000","26","2002","언주로30길 56","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-7","0142","0007","LG선릉에클라트(A)","36.16","202204","20","34,500","6","2003","선릉로100길 42","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.35","202204","2","36,200","11","2004","테헤란로63길 12","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.35","202204","2","38,200","12","2004","테헤란로63길 12","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","11","0011","0000","롯데캐슬프레미어","121.931","202204","20","318,000","5","2007","선릉로126길 22","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","17","0017","0000","삼성동롯데아파트","91.77","202204","18","217,400","11","2000","학동로 432","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","8-2","0008","0002","삼성동브라운스톤레전드","201.65","202204","7","334,000","14","2009","선릉로 660","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","84.236","202204","30","270,000","7","2008","학동로68길 29","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","2","0002","0000","서광아파트","59.67","202204","23","171,000","14","1998","선릉로130길 19","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","87","0087","0000","아이파크","195.388","202204","6","645,000","17","2004","영동대로 640","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","109-21","0109","0021","엘에이치삼성도시형생활주택","27.75","202204","20","41,000","4","2013","영동대로112길 46","","중개거래","경기 성남수정구"
"서울특별시 강남구 수서동","795","0795","0000","강남데시앙포레","84.81","202204","16","196,000","13","2014","광평로34길 55","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","795","0795","0000","강남데시앙포레","84.86","202204","17","200,500","12","2014","광평로34길 55","","중개거래","서울 강남구, 서울 성동구"
"서울특별시 강남구 수서동","795","0795","0000","강남데시앙포레","101.73","202204","20","216,500","15","2014","광평로34길 55","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","747","0747","0000","삼성","59.86","202204","13","172,000","7","1997","광평로31길 27","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","747","0747","0000","삼성","84.97","202204","23","195,000","11","1997","광평로31길 27","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","736","0736","0000","신동아","49.96","202204","9","140,500","6","1992","광평로47길 17","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","736","0736","0000","신동아","39.51","202204","27","130,000","7","1992","광평로47길 17","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","397","0397","0000","미성2차","140.9","202204","6","447,000","10","1987","압구정로 113","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","397","0397","0000","미성2차","74.4","202204","19","321,000","16","1987","압구정로 113","20220725","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","397","0397","0000","미성2차","74.4","202204","19","321,000","16","1987","압구정로 113","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","397","0397","0000","미성2차","140.9","202204","30","470,000","3","1987","압구정로 113","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","434","0434","0000","신현대12차","155.52","202204","15","590,000","6","1982","압구정로 151","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","486","0486","0000","한양4","101.09","202204","11","370,000","9","1978","압구정로 313","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","484","0484","0000","한양6","154.12","202204","9","455,500","2","1980","압구정로 313","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","131.48","202204","25","470,000","5","1976","압구정로29길 71","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","455","0455","0000","현대5차(71,72동)","82.23","202204","12","410,000","10","1977","압구정로29길 68","20220602","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","455","0455","0000","현대5차(71,72동)","82.23","202204","12","410,000","10","1977","압구정로29길 68","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","481","0481","0000","현대8차(성수현대:91~95동)","107.64","202204","23","387,000","7","1980","압구정로 309","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","755-1","0755","0001","개나리푸르지오","59.6851","202204","20","240,000","6","2006","역삼로 314","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","755-1","0755","0001","개나리푸르지오","132.8355","202204","28","400,000","14","2006","역삼로 314","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 역삼동","727-2","0727","0002","대명벨리온","17.684","202204","30","20,500","3","2012","역삼로25길 27","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.03","202204","22","32,900","16","2002","언주로 427","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.03","202204","30","32,000","8","2002","언주로 427","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","824-25","0824","0025","대우디오빌플러스","34.41","202204","19","29,000","2","2004","강남대로84길 33","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","747-5","0747","0005","브라운스톤역삼","59.96","202204","15","98,000","12","2004","역삼로 171","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","80.87","202204","8","274,000","5","2005","선릉로69길 19","","중개거래","경기 용인기흥구, 서울 양천구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.4","202204","23","203,700","15","2005","선릉로69길 19","","중개거래","서울 강남구, 서울 동작구"
"서울특별시 강남구 역삼동","711-3","0711","0003","역삼자이","114.019","202204","23","333,000","6","2016","언주로 420","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","735-15","0735","0015","이스턴오피스텔","15.25","202204","20","18,000","11","2014","테헤란로14길 13","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","789-29","0789","0029","지석천평대","59.77","202204","23","62,000","7","2003","논현로71길 48","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","709-5","0709","0005","테헤란아이파크","92.6232","202204","23","285,000","13","2014","테헤란로52길 16","","중개거래","서울 강남구"
"서울특별시 강남구 율현동","365","0365","0000","강남한신휴플러스6단지","59.98","202204","23","149,000","3","2015","밤고개로26길 50","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","741","0741","0000","래미안 개포 루체하임","84.97","202204","15","280,000","15","2018","개포로110길 50","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","718","0718","0000","샘터마을","134.438","202204","13","275,000","11","1994","일원로 120","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","731","0731","0000","한솔마을","63.76","202204","6","188,500","1","1994","광평로10길 6","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","614","0614","0000","현대4","84.98","202204","16","199,000","11","1987","개포로110길 21","","중개거래","서울 도봉구"
"서울특별시 강남구 자곡동","611","0611","0000","래미안강남힐즈","91.96","202204","13","201,000","7","2014","자곡로 101","","중개거래","서울 강남구"
"서울특별시 강남구 자곡동","619","0619","0000","엘에이치강남힐스테이트","59.93","202204","8","71,220","7","2015","자곡로3길 21","","직거래","-"
"서울특별시 강남구 청담동","129","0129","0000","PH129","273.96","202204","28","1,450,000","16","2020","압구정로79길 88","","직거래","-"
"서울특별시 강남구 청담동","59-2","0059","0002","대우멤버스카운티Ⅱ","152.2","202204","26","270,000","3","2003","도산대로100길 22-15","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","60","0060","0000","삼성청담공원아파트","107.22","202204","20","235,000","4","1999","도산대로96길 39","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","10","0010","0000","삼환아파트101동","99.01","202204","13","198,000","7","1999","학동로77길 49","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","141-6","0141","0006","신동아빌라트","172.74","202204","12","345,000","9","1995","도산대로81길 61","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","104","0104","0000","연세리버빌3","243.21","202204","16","526,000","2","1999","선릉로190길 84","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202204","1","25,000","5","2015","학동로73길 13","","중개거래","서울 서초구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","13.425","202204","4","23,000","2","2015","학동로73길 13","","중개거래","서울 서초구"
"서울특별시 강남구 청담동","34-13","0034","0013","청담스위트","12.449","202204","27","23,300","5","2015","학동로73길 13","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","64-1","0064","0001","청담어퍼하우스","200.38","202204","15","675,000","2","2019","학동로81길 28","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","101-17","0101","0017","효성빌라청담101(B동)","226.62","202204","12","747,000","5","2019","압구정로71길 28","","중개거래","서울 강남구"
