"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 주택거래신고 1588-0149/주택임대차신고 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 20220601 ~ 20220630"
"실거래구분 : 아파트(매매)"
"주소구분 : 지번주소"
"시도 : 서울특별시"
"시군구 : 강남구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"시군구","번지","본번","부번","단지명","전용면적(㎡)","계약년월","계약일","거래금액(만원)","층","건축년도","도로명","해제사유발생일","거래유형","중개사소재지"
"서울특별시 강남구 대치동","893","0893","0000","롯데캐슬","105.18","202206","17","260,000","8","2002","삼성로85길 11","","중개거래","서울 강남구, 서울 서초구"
"서울특별시 강남구 대치동","66","0066","0000","쌍용대치아파트1동,2동,3동,5동,6동","83.56","202206","7","279,000","11","1983","영동대로 210","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","65.24","202206","1","85,000","26","2004","테헤란로 428","","중개거래","서울 서초구"
"서울특별시 강남구 대치동","891-6","0891","0006","테헤란로대우아이빌(891-6)","35.61","202206","8","42,300","16","2004","테헤란로 428","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.01","202206","14","383,000","11","1983","삼성로 150","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","511","0511","0000","한보미도맨션1","128.01","202206","24","387,000","4","1983","삼성로 150","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","126.33","202206","24","380,000","10","1985","삼성로 150","","중개거래","서울 강남구"
"서울특별시 강남구 대치동","511","0511","0000","한보미도맨션2","126.33","202206","24","380,000","10","1985","삼성로 150","20220902","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","467-6","0467","0006","대림아크로빌","138.657","202206","1","300,000","46","1999","언주로30길 13","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","84.9984","202206","1","310,000","7","2006","선릉로 221","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","84.9984","202206","17","160,000","13","2006","선릉로 221","","직거래","-"
"서울특별시 강남구 도곡동","527","0527","0000","도곡렉슬","176.9924","202206","30","550,000","14","2006","선릉로 221","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","514-3","0514","0003","도곡스타빌","53.81","202206","15","86,000","4","2006","남부순환로370길 20","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","467-7","0467","0007","아카데미스위트1","128.74","202206","24","243,000","8","2004","언주로30길 21","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","465","0465","0000","우성4","152.74","202206","17","370,000","9","1985","언주로 117","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","164.97","202206","6","435,000","46","2002","언주로30길 56","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","467","0467","0000","타워팰리스1","164.97","202206","29","425,000","47","2002","언주로30길 56","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","164-6","0164","0006","포스코트","200.9","202206","14","395,000","14","2002","남부순환로381길 15","","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","164-6","0164","0006","포스코트","200.9","202206","14","395,000","14","2002","남부순환로381길 15","20220831","중개거래","서울 강남구"
"서울특별시 강남구 도곡동","467-19","0467","0019","현대비젼21","32.65","202206","10","46,000","24","1999","언주로30길 10","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-7","0142","0007","LG선릉에클라트(A)","36.16","202206","11","37,500","2","2003","선릉로100길 42","20220705","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-7","0142","0007","LG선릉에클라트(A)","36.16","202206","11","37,500","2","2003","선릉로100길 42","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","142-3","0142","0003","LG선릉에클라트(B)","36.35","202206","7","32,000","12","2004","테헤란로63길 12","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","17","0017","0000","삼성동롯데아파트","59.4","202206","21","175,500","16","2000","학동로 432","","중개거래","경기 하남시, 서울 강남구"
"서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","31.402","202206","20","126,000","15","2008","학동로68길 29","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","16-2","0016","0002","삼성동힐스테이트 1단지","114.463","202206","30","345,000","11","2008","학동로68길 29","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","65-4","0065","0004","상지리츠빌카일룸(65-4)","237.74","202206","27","545,000","6","2012","삼성로 636","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","87","0087","0000","아이파크","156.857","202206","15","500,000","10","2004","영동대로 640","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","53-2","0053","0002","진흥아파트","207.82","202206","15","440,000","7","1984","학동로88길 5","","중개거래","서울 강남구"
"서울특별시 강남구 삼성동","146","0146","0000","포스코트","160.53","202206","28","300,000","10","2003","봉은사로 510","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","799","0799","0000","강남 더샵 포레스트","124.5792","202206","20","295,000","11","2016","광평로34길 35","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","746","0746","0000","까치마을","49.5","202206","11","135,000","1","1993","광평로19길 10","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","708","0708","0000","삼익","60","202206","4","165,000","15","1992","광평로51길 27","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","708","0708","0000","삼익","84.48","202206","4","188,500","8","1992","광평로51길 27","","중개거래","서울 강남구"
"서울특별시 강남구 수서동","736","0736","0000","신동아","33.18","202206","15","97,000","11","1992","광평로47길 17","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","369-1","0369","0001","현대1차(12,13,21,22,31,32,33동)","131.49","202206","2","476,500","3","1976","압구정로29길 71","","중개거래","서울 강남구"
"서울특별시 강남구 압구정동","456","0456","0000","현대7차(73~77,82,85동)","157.36","202206","9","550,000","5","1979","압구정로 201","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","754","0754","0000","개나리래미안","114.65","202206","14","335,000","5","2006","역삼로 306","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","720-25","0720","0025","대우디오빌","30.03","202206","13","32,000","6","2002","언주로 427","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","824-25","0824","0025","대우디오빌플러스","34.41","202206","7","31,900","5","2004","강남대로84길 33","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","747-5","0747","0005","브라운스톤역삼","59.96","202206","10","95,000","12","2004","역삼로 171","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","713-11","0713","0011","역삼I'PARK","131.38","202206","18","360,000","4","2006","역삼로 307","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","80.87","202206","3","279,500","20","2005","선릉로69길 19","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","757","0757","0000","역삼래미안","59.73","202206","16","203,500","11","2005","선릉로69길 19","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","754-1","0754","0001","역삼푸르지오","59.8848","202206","11","230,000","24","2006","언주로 332","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","709-5","0709","0005","테헤란아이파크","92.6232","202206","4","280,000","4","2014","테헤란로52길 16","","중개거래","서울 강남구"
"서울특별시 강남구 역삼동","706-20","0706","0020","한화진넥스빌","34.82","202206","27","33,700","26","2001","언주로86길 11","","중개거래","서울 강남구"
"서울특별시 강남구 일원동","711","0711","0000","수서","39.98","202206","11","103,000","14","1992","양재대로55길 12","","중개거래","경기 광명시, 서울 강남구"
"서울특별시 강남구 청담동","117-6","0117","0006","대우로얄카운티3","244.72","202206","16","495,000","3","2003","도산대로83길 23","","중개거래","서울 강남구"
"서울특별시 강남구 청담동","62-6","0062","0006","청담디에브스아파트","91.68","202206","27","117,562","3","2017","도산대로92길 28","","직거래","-"
"서울특별시 강남구 청담동","134-38","0134","0038","청담자이","90.197","202206","14","355,000","27","2011","영동대로138길 12","","중개거래","서울 강남구"
